,image_local_name,hashtags,deep_features,id,features
683,ab32bdb8-f386-4435-9acd-a9f6721bee20.jpg,"['#local', '#southafricanfood', '#capetownetc', '#clarencedrive', '#foodlover', '#koelbay', '#instafood', '#capetownsouthafrica', '#localbusiness', '#capetownliving', '#restaurant', '#capetown', '#capetownfoodie', '#instagood', '#foodstagram', '#southafrica', '#gordonsbay', '#localislekker', '#southafricantourism', '#foodie', '#pitstop', '#localsupport', '#love', '#familyfriendly', '#foodblogger', '#pitstoplodge', '#weareopen', '#kogelbay', '#food']",[0.         0.04877224 0.5707745  ... 0.39624828 0.33548713 0.00234499],683,"[0.08964564651250839, 0.8039893507957458, -0.5834788680076599, 0.37747618556022644, 0.2779947817325592, -0.11854314059019089, -0.402246356010437, 0.4434921145439148, 0.22824139893054962, -0.1950707882642746]"
744,6c4b3ea9-c875-47d0-98e8-5035597ebcb0.jpg,"['#architecture', '#memari', '#esfahan', '#designer', '#art', '#woodworking', '#artistsoninstagram', '#architectural', '#interiordesign']",[0.         0.         0.05848968 ... 0.45845887 0.06266302 0.        ],744,"[0.09622740000486374, 0.07937383651733398, 0.08826097100973129, -0.006415139883756638, -0.3018082082271576, 0.05355115607380867, 0.18713173270225525, 0.09840728342533112, 0.5027987360954285, -0.42459413409233093]"
108,6fdfecdd-d908-4837-9b4e-9ecb90ab8f90.jpg,"['#instaportrait', '#poland', '#portrait', '#polska', '#portret']",[0.626622   0.         0.         ... 0.         0.16684674 0.57277286],108,"[-0.09890321642160416, 0.025997264310717583, 0.14401453733444214, -0.19557693600654602, -0.0494668073952198, -0.1947031319141388, 0.03746010735630989, -0.10722219944000244, 0.41363129019737244, -0.10204735398292542]"
530,b0d464c6-e6eb-4c52-a115-691ec749200e.jpg,"['#detailingaddicts', '#exoticcars', '#melbournebusiness', '#teslamodel', '#graphene', '#model', '#suntek', '#autodetailing', '#cardetailing', '#tesla', '#vinylwrap', '#detailingworld', '#affinesse', '#electriccars', '#nxtzen', '#detailing', '#suntekppf', '#cars', '#ev', '#detailingdoneright', '#ppf', '#zerocompromises']",[0.         1.1000147  0.         ... 0.02715155 2.864525   0.44451812],530,"[0.07611529529094696, -0.5861382484436035, -0.4716538190841675, 0.21086320281028748, 0.24398821592330933, -0.907861590385437, -0.11724959313869476, -0.2532953917980194, -0.0845048576593399, -0.12760907411575317]"
211,13656d15-b127-4033-9f8d-a6f1b7be1c1e.jpg,"['#champagne', '#nz', '#presstrip', '#luxury', '#luxurytravel', '#travel', '#linkinbio', '#nzhtravel']",[0.39304048 0.6223587  0.47861087 ... 0.05127918 0.         0.63604444],211,"[0.407880038022995, -0.08075015246868134, -0.19654273986816406, -0.01897869072854519, -0.165305495262146, -0.06978938728570938, -0.1383742094039917, 0.09826990216970444, 0.10579773038625717, -0.32465916872024536]"
642,d1859c70-acc7-410c-935a-5344bd50df5d.jpg,"['#djparty', '#italian', '#beverages', '#dancefloor', '#nightlife', '#italianfiesta', '#restaurant', '#goodtimes', '#men', '#khobar', '#partydecorations', '#manama', '#couplegoals', '#friendshipgoals', '#bahraingirls', '#pub', '#nightlifestyle', '#bahrainrestaurants', '#italia', '#drinks', '#bahrain', '#meals', '#adliya', '#food', '#nightout', '#beverage', '#finedining', '#italianfood']",[0.5300196  0.12675379 1.1712601  ... 0.         0.07541654 0.0163407 ],642,"[-0.11519496887922287, 0.9127102494239807, 0.2472551167011261, -0.20570769906044006, 0.6238049864768982, 0.12207561731338501, -0.43540510535240173, 0.49133220314979553, -0.13357776403427124, -0.41752946376800537]"
34,83a84703-6aeb-4b16-998f-2b866e2f6f0a.jpg,"['#lifestyle', '#health', '#fit', '#fitnessmodel', '#fitfam', '#personaltrainer', '#gymmotivation', '#fitness', '#fitnessmotivation', '#fashion', '#healthy', '#follow', '#muscle', '#bodybuilding', '#exercise', '#training', '#sport', '#gymlife', '#perth', '#healthylifestyle', '#instagood', '#workout', '#motivation', '#like', '#gym', '#love', '#instagram', '#life', '#crossfit']",[0.4350277  0.         0.         ... 0.         0.         0.85038126],34,"[0.5851185321807861, -0.05175110325217247, -0.14599283039569855, 0.5172219276428223, 0.37238582968711853, -0.02083487994968891, -0.3603285253047943, -0.1504640281200409, 0.4461730122566223, -0.03832676261663437]"
796,f4912388-46c1-484d-a302-0cb6651f9717.jpg,"['#vscocam', '#sweden', '#journalism', '#skydiving', '#travelphotography', '#picoftheday', '#workplace', '#artgallery', '#likeforlikes', '#cloudscape', '#october', '#photography', '#film', '#photographer', '#lights', '#roses', '#morning', '#stockholm', '#beautiful', '#church', '#storytime', '#architecture', '#photoshoot', '#flowerstagram', '#winter', '#russia', '#naturephotography', '#autumn', '#streetphotography']",[0.35670793 0.33730048 0.         ... 0.         0.         0.61959136],796,"[-0.24320609867572784, -0.030905863270163536, -0.14704148471355438, -0.47731009125709534, 0.37745457887649536, -0.14026705920696259, 0.5323514342308044, -0.0645826980471611, 0.7821794748306274, -0.37424081563949585]"
368,0e11b102-a415-4fed-b6db-2ba67eb0300a.jpg,"['#forsale', '#anthuriumdorayakisilver', '#green', '#nature', '#plantdecor', '#anthuriumsilverblush', '#plantoftheday', '#plantmom', '#geogenanthusciliatus', '#plant', '#jualtanamanhias', '#anthuriumdorayaki', '#plantsmakepeoplehappy', '#jualtanamanhiasmurah', '#philodendronsodiroi', '#plantlady', '#anthuriumclarinervium', '#plantaddict', '#plantdaddy', '#calatheaangela', '#aroid', '#plantsofinstagram', '#plantbased', '#canadaplants', '#americanplant', '#plantlover']",[0.         1.2651029  0.         ... 2.6177661  0.         0.49506736],368,"[-0.35790592432022095, 0.11652367562055588, -0.10508936643600464, -0.47939467430114746, 1.0516468286514282, -0.3205234408378601, 0.2194894701242447, -0.5689465999603271, -0.007167033851146698, -0.2976650595664978]"
101,4a72635b-58b4-4543-a497-03f571332791.jpg,"['#scotland', '#scotlandblogger', '#makeupoftheday', '#momtruth', '#funnymom', '#mumblog', '#momhumor', '#meetthemum', '#mariekondo', '#homedecor', '#interior', '#family', '#fashion', '#beautycare', '#alifewithkids', '#beautytips', '#parentingmemes', '#beautyblog', '#selfie', '#momsbelike', '#meme', '#beautyaddict', '#momprobs', '#beautyful', '#highlands', '#mommemes', '#decor']",[0.04681556 0.22359148 0.6069993  ... 0.         0.06442926 0.44330695],101,"[-0.013641406781971455, -0.10624121874570847, 0.47088000178337097, 0.3330758512020111, -0.777029275894165, 0.12751205265522003, -0.09335987269878387, -0.2137608826160431, 0.9367689490318298, -0.21415145695209503]"
772,e9779d84-c68e-48ea-9fa2-7deeabd2167c.jpg,"['#instahome', '#showerdesign', '#shower', '#homedecor', '#instadesign', '#minimal', '#decoration', '#architecture', '#bathroomdesign', '#decor', '#aesthetic', '#designer', '#interiordesigner', '#interiordecor', '#bathroomtiles', '#interiordesign', '#interiorstyling', '#bathroom', '#homedesign', '#minimalaesthetic', '#interiors', '#bathroomrenovation', '#interior', '#bathroominspo']",[0.02479501 2.4507482  0.         ... 0.         0.         0.3093651 ],772,"[0.08244259655475616, 0.2815878093242645, -0.13997411727905273, 0.24119378626346588, -0.7712821960449219, 0.16006538271903992, 0.011545018292963505, 0.014568673446774483, 0.4905086159706116, -0.6285342574119568]"
115,ea9401fd-304b-4c38-87c4-3925d05c5cd9.jpg,"['#catselfie', '#selfie', '#catsofinstagram', '#naps', '#cutecat', '#catnaps', '#cute', '#igcats']",[0.         0.4338989  0.5729105  ... 1.0341163  0.44485444 0.0160503 ],115,"[0.1228146031498909, -0.0901481956243515, 0.22072836756706238, -0.015207779593765736, -0.08443014323711395, 0.03148684278130531, -0.14160200953483582, 0.4474460184574127, 0.47313618659973145, 0.14384545385837555]"
756,eb5ceaff-925a-4c50-8455-6b25c6d9c59f.jpg,"['#landmarks', '#bakuart', '#istanbul', '#spaceintoanobject', '#abstractarchitecture', '#tramvay', '#city', '#architecturedaily', '#architecturalconcept', '#turkey', '#contemporaryarchitecture', '#rails', '#beyoglu', '#architecture', '#conseptart', '#istiklalcaddesi', '#contemporaryart', '#architecturephotography', '#abstracture', '#nostaljiktramvay', '#artarchitecture', '#artwork', '#design', '#art', '#streetphotography']",[0.         0.         0.05541908 ... 0.04469612 0.3614253  0.6008564 ],756,"[0.21908937394618988, 0.021951347589492798, -0.04431281238794327, 0.10693042725324631, -0.4994373619556427, -0.3770522177219391, 0.6256900429725647, -0.04326830431818962, 0.8010309338569641, -0.013264555484056473]"
830,d656bb34-00ea-497e-8b18-ed307bd2c1c7.jpg,"['#nudibranch', '#makro', '#hurghada', '#underwater', '#redsea', '#diving', '#ssi', '#adventure', '#savetheocean', '#nikonw', '#sealife', '#maresjustaddwater', '#underwaterphotographygraphy', '#sharkproject', '#scubadiving', '#savetheplanet', '#scuba', '#scubapro', '#underwaterworld', '#plongee', '#tauchen', '#animals', '#beautiful', '#nikon', '#blueplanet', '#unterwasser', '#seashepherd', '#beautifulworld', '#egypt', '#underwaterphotography']",[0.         0.11237488 0.         ... 0.         0.7252977  0.        ],830,"[-0.32241445779800415, -0.14681431651115417, -0.4352892339229584, -0.589391827583313, -0.6061036586761475, 0.05988939851522446, -0.6125783920288086, 0.05785803869366646, 0.7558035254478455, 0.2956005930900574]"
81,db683b13-a4d8-4d44-836f-56b51cc8c1f4.jpg,"['#health', '#fitness', '#trening', '#osebnitrener', '#igslovenija', '#mobility', '#vaje', '#raztezanje', '#manualniterapevt', '#trener', '#rehabilitacija', '#tek', '#sport', '#yoga', '#gibanje', '#telo', '#igslovenia', '#funkcionalnamobilnost', '#flexibility', '#breathing', '#stretching', '#gym', '#sklepi', '#fizioterapija']",[0.         0.39436707 0.27988732 ... 0.30536416 0.         1.3291688 ],81,"[0.5314816236495972, 0.22942772507667542, 0.15220806002616882, 0.47813883423805237, -0.015605623833835125, -0.20635288953781128, -0.48036208748817444, -0.6732667088508606, -0.06836169958114624, -0.14411716163158417]"
874,b430d712-3565-4a3b-83e6-3727fe542e0a.jpg,"['#beauty', '#ilovemydog', '#pointer', '#stunning', '#love', '#vizslapuppy', '#happiness', '#doglife', '#ilovemyvizsla', '#woods', '#dogphotography', '#vizsladaily', '#perfect', '#vizsla', '#puppy', '#vizslalife', '#doglover', '#italy', '#magyarvizsla', '#vizsladog', '#velcrodog', '#vizslalover', '#puppylove', '#animals', '#perfection', '#hungarianvizsla', '#dog', '#cute', '#vizslaoftheday', '#braccoungherese']",[0.58792424 0.03558426 0.06317899 ... 0.         1.6632696  0.        ],874,"[0.7793523073196411, -0.4029020071029663, 0.18990029394626617, -0.2544223368167877, 0.06668153405189514, -0.4402954578399658, -0.16802369058132172, 0.7887651324272156, 0.525772750377655, 0.2741032838821411]"
385,1d6e29af-93db-44b0-ae78-a7e5310e60c3.jpg,"['#viont', '#herfst', '#yogi', '#oogsten', '#nature', '#instayoga', '#yogalife', '#yoga', '#namaste', '#balans', '#hatha', '#yoganl', '#zelfliefde', '#mindfulness', '#driebergen', '#yogalove', '#yoganederland', '#yogadriebergen', '#bladeren', '#groei', '#utrechtseheuvelrug', '#yogainspiration', '#meditatie', '#gezond', '#asana', '#verandering']",[0.         0.10951278 0.         ... 0.         0.         0.02126013],385,"[0.17301763594150543, -0.45958539843559265, 0.5054888725280762, -0.1554824858903885, -0.21020595729351044, 0.20844236016273499, -0.8186302781105042, -0.44427481293678284, -0.19235284626483917, -0.5549836158752441]"
847,cd706c71-2cfc-4c9e-98d7-382f97bcab76.jpg,"['#pet', '#cats', '#nature', '#instagood', '#kittens', '#instagramdown', '#catoftheday', '#happiness', '#catlover', '#instacat', '#cat', '#kitty', '#ilovemycat', '#petsagram', '#lovekittens', '#catstagram', '#instagramcats', '#photooftheday', '#animals', '#beautiful', '#petstagram', '#lovecats', '#italiancat', '#sleeping', '#catsagram', '#pets', '#kitten', '#adorable', '#animal', '#catsofinstagram']",[0.         0.2460678  0.4351374  ... 0.0929863  0.01322084 0.44345248],847,"[0.17014718055725098, -0.37958642840385437, 0.0938435047864914, -0.1658221185207367, -0.20331285893917084, -0.1099785789847374, -0.5991074442863464, 0.6864724159240723, 0.5323306322097778, 0.2594079077243805]"
939,62266f36-7335-4cd0-9745-91b8cb585f3b.jpg,"['#bride', '#moathousewedding', '#creations', '#staffordshireweddingvenue', '#venues', '#moathouse', '#chargerplates', '#stafford', '#venuestyling', '#rustictables', '#weddingday', '#candelabras', '#candles', '#decor', '#rustic', '#venuedresser', '#love', '#groom', '#wedding', '#flowers', '#florist', '#napkins', '#bespoke']",[1.0544257  0.643632   0.         ... 0.10313354 0.         0.50385284],939,"[-0.3132071793079376, -0.4390011131763458, -0.6314637064933777, 0.24793817102909088, -0.20796948671340942, 0.5941740274429321, -0.17877967655658722, -1.4782941434532404e-05, 0.5870583653450012, -0.16505365073680878]"
210,f5ae9697-7dcd-4e58-908b-e49b30250a7d.jpg,"['#travelgram', '#potsdamerplatz', '#travel', '#travelphotography']",[0.11370976 0.         0.         ... 0.         0.         0.20748655],210,"[0.18796832859516144, 0.08810465782880783, -0.10563185811042786, -0.21530182659626007, 0.1124846562743187, -0.18889018893241882, -0.11095521599054337, -0.04514579474925995, 0.3030264377593994, -0.18976232409477234]"
436,02176c38-9245-4c74-b8da-e8b3585b711b.jpg,"['#instagood', '#babyboy', '#family', '#mombasa', '#pregnancy', '#babygirl', '#babyshower', '#cutebaby', '#bhfyp', '#happy', '#nairobimoms', '#fashion', '#like', '#mom', '#photography', '#love', '#instagram', '#momlife', '#pregnant', '#baby', '#babyfashion', '#girl', '#handmade', '#babies', '#newborn', '#babylove', '#kids', '#beautiful', '#cute', '#photooftheday']",[0.         0.         0.         ... 0.27544743 0.         1.7314316 ],436,"[-0.02403387241065502, -0.33137035369873047, -0.07250522822141647, 0.38688674569129944, -0.2620532214641571, -0.17140519618988037, -0.40698909759521484, 0.4193538725376129, 0.6177001595497131, -0.20224657654762268]"
28,e1fd3885-9aab-4e7b-8c4c-cbea832c341d.jpg,"['#bhfyp', '#gurlgunz', '#fit', '#fitnessmodel', '#physique', '#girlswholift', '#gymmotivation', '#fitness', '#biceps', '#fitnessmotivation', '#muscle', '#flex', '#bodybuilding', '#npc', '#flxd', '#bigmuscles', '#girlswithbiceps', '#doublebiceps', '#doublebicep', '#arms', '#girlstrong', '#bigarms', '#workout', '#motivation', '#gym', '#figure', '#bodybuilder', '#girlgunz', '#girlswithmuscle', '#muscles']",[0.         0.         0.23498724 ... 0.         0.         0.14253213],28,"[0.4617826044559479, -0.2321900874376297, -0.4882335960865021, 0.7260296940803528, 0.32917362451553345, -0.14166304469108582, -0.18907418847084045, -0.4290505647659302, 0.2318863570690155, 0.14988645911216736]"
762,4c442d12-cd50-4bf7-b331-4a223535a8dc.jpg,"['#stonefacade', '#architecturelovers', '#architectureanddesign', '#housebeautiful', '#concretefacade', '#architecturedaily', '#facadelovers', '#archidaily', '#facadedesign', '#architecturefactor', '#facadematerials', '#contemporary', '#housedesign', '#architecture', '#poolhousedesign', '#housereconstruction', '#concrete', '#housearchitecture', '#montainhouse', '#design', '#naturevsarchitecture', '#woodfacade']",[0.08904791 0.12369942 0.06512371 ... 1.1671604  0.6974515  0.05558695],762,"[0.10525690019130707, 0.5050764679908752, -0.26929542422294617, 0.23854075372219086, -0.7330547571182251, 0.04496018588542938, 0.23035286366939545, 0.11832845211029053, 0.34093859791755676, -0.46220651268959045]"
300,f0a771c0-e3dd-4830-bca3-4d0d8125d97d.jpg,"['#fendi', '#sea', '#sunset', '#bridge', '#bosphorus', '#travelphotography', '#travel', '#nature', '#amazing', '#sun']",[2.5953512  1.4699386  0.         ... 0.         0.0581592  0.08970577],300,"[0.33372440934181213, 0.07027991861104965, -0.10092201083898544, -0.44233253598213196, 0.28507453203201294, -0.12806227803230286, -0.04250900447368622, 0.06569620966911316, 0.47341129183769226, -0.16918182373046875]"
412,21e92a90-19ac-4b3c-a134-a45319644ca2.jpg,"['#photooftheday', '#eyecandybaby', '#ambilobe', '#orange', '#bioactive', '#purple', '#pantherchameleons', '#rainbow', '#photo', '#chameleonsofinstagram', '#art', '#photography', '#humanelyraised', '#artistsoninstagram', '#babyeyecandy', '#reptile', '#tangerine', '#photoshoot', '#handraised', '#obrb', '#babies', '#babychameleon', '#ambilobepantherchameleon', '#artist', '#eyecandychameleons', '#livingart', '#reptilesofinstagram', '#eyecandy']",[0.        1.2818183 0.        ... 0.        1.7030941 0.       ],412,"[-0.4531693160533905, -0.5517909526824951, 0.7566268444061279, -0.18280541896820068, -0.0372813381254673, -0.0632476806640625, 0.1210901290178299, 0.22839488089084625, 0.4251912832260132, -0.6283208131790161]"
842,d00cc9a7-f909-4a20-b9bf-eafeeb7079bf.jpg,"['#pet', '#instagram', '#of', '#cats', '#world', '#bhfyp', '#adoptdontshop', '#cutecats', '#kittens', '#catlovers', '#love', '#catoftheday', '#catlover', '#instacat', '#cat', '#kitty', '#dogs', '#gato', '#catlife', '#catstagram', '#gatos', '#kittensofinstagram', '#meow', '#animals', '#lovecats', '#cute', '#petsofinstagram', '#pets', '#kitten', '#catsofinstagram']",[0.         0.35665643 0.5836757  ... 2.1083648  0.00780582 0.44477254],842,"[0.19539284706115723, -0.28044018149375916, 0.03974863886833191, -0.0743134543299675, -0.23044966161251068, -0.23522982001304626, -0.5421015620231628, 0.7871835827827454, 0.38543346524238586, 0.27281224727630615]"
784,4d791715-2eee-4ee9-a0b3-b6faeb722c32.jpg,"['#nata', '#designinspiration', '#nidexam', '#architecturecoaching', '#designinstitute', '#nidmain', '#deepaldesignstudio', '#entranceexam', '#onlinecoaching', '#hsc', '#uceed', '#logicalreasoning', '#niftprepration', '#nift', '#designexam', '#nidpreparation', '#nid', '#architecture', '#ceed', '#designentrance', '#natacoaching', '#designcoaching', '#cept', '#design', '#entrancedesign']",[1.2023181  0.         0.5242336  ... 0.11347881 0.         0.1314537 ],784,"[0.2455010563135147, -0.09404303878545761, -0.5770363211631775, 0.23474536836147308, -0.5811266899108887, 0.5834033489227295, 0.19178791344165802, -0.5674890279769897, 0.4905613660812378, -0.13005268573760986]"
406,8062ef10-548e-41b7-a5be-2f3ae0f5d2be.jpg,"['#fashion', '#parenting', '#disney', '#disneyworld', '#family', '#babies', '#babymodel', '#mixedbaby', '#blogger', '#birthday', '#mom', '#mixedbabies', '#bestfriends', '#familyblog', '#model', '#twins', '#photoshoot', '#baby']",[0.96076804 0.02783974 1.1375805  ... 0.04582289 0.         0.3969709 ],406,"[-0.27472373843193054, -0.3442990481853485, -0.13982677459716797, 0.38501518964767456, -0.0875605121254921, -0.1330069899559021, -0.5314875841140747, 0.33171916007995605, 0.6393649578094482, -0.2800176739692688]"
